Item ID,Unit ID,Unit Name,Tier,Question Type,Stem in Khmer,Option A,Option B,Option C,Option D,Numeric Entry Format,Correct Answer,What Each Wrong Option Catches,Textbook/Unit Reference
FRU-23,U2,កិច្ចសញ្ញា១៨៦៣ និងកំណែទម្រង់ដំបូង,Easy,MCQ-4,ក្សត្រអង្គវត្តីធ្វើពិធីអភិសេកនៅឧដុង្គថ្ងៃទី៣ ខែមិថុនា ១៨៦៤ ដោយប្រើនាមរាជ្យអ្វី?,ព្រះបាទស៊ីវត្ថា,ព្រះបាទស៊ីសុវត្ថិ,ព្រះបាទនរោត្តម,ព្រះបាទអង្គដួង,,C,"B, A, D are other real royal names from the chapter but in the wrong role at the wrong time.",Unit 2
FRU-24,U2,កិច្ចសញ្ញា១៨៦៣ និងកំណែទម្រង់ដំបូង,Medium,MCQ-4,ខណៈពេលក្សត្រអង្គវត្តីភៀសខ្លួនទៅបាងកកឆ្នាំ១៨៦១ តើនរណាទទួលបន្ទុករ៉ាប់រងកិច្ចការជាតិជំនួស ហើយបានធ្វើអ្វី?,ស៊ីវត្ថា បានឡើងសោយរាជ្យផ្ទាល់,អង្គសូ (ក្រោយជាព្រះបាទស៊ីសុវត្ថិ) បានទទួលរ៉ាប់រង ហើយបានរុញច្រានចលនាបះបោររបស់ស៊ីវត្ថាថយទៅភាគខាងជើង,ព្រះបាទអង្គឌួង បានវិលត្រឡប់មកគ្រប់គ្រង,បារាំង បានចាត់តាំងអ្នកគ្រប់គ្រងបណ្ដោះអាសន្នផ្ទាល់,,B,"A, C, D contradict or invent facts not supported by the succession-crisis narrative.",Unit 2
FRU-07,U3,ការក្លាយជាអាណានិគម,Easy,Numeric entry,តើក្រុមប្រឹក្សាជំនួយការរបស់រ៉េស៊ីដង់ស៊ុបពែរីយ័រ (បង្កើតឡើងតាមកិច្ចព្រមព្រៀង១៨៨៤) មានសមាជិកសរុបប៉ុន្មាននាក់?,,,,,integer,12,Students may enter just one sub-group's count (6 French officials) instead of the full council total (6+3+1+1+1=12).,Unit 3
FRU-08,U3,ការក្លាយជាអាណានិគម,Medium,MCQ-4,តើហេតុអ្វីបានជាបារាំងជ្រើសរើសមធ្យោបាយចរចាជាជាងការប្រើកម្លាំងយោធា ដើម្បីបញ្ចប់ការបះបោរឆ្នាំ១៨៨៦?,ដោយមិនចង់ឱ្យការតវ៉ានេះវិវត្តទៅជាចលនាទាមទារឯករាជ្យជាតិទូទាំងប្រទេស,ដោយសារព្រះមហាក្សត្រគំរាមលាលែងតំណែង,ដោយសារត្រូវការផ្តោតកម្លាំងទៅច្បាំងនឹងសៀមជាមុនសិន,ដោយសារខ្វះទាហានគ្រប់គ្រាន់ក្នុងតំបន់,,A,"D, C, B invent plausible-sounding military/political explanations not supported by the text.",Unit 3
FRU-09,U3,ការក្លាយជាអាណានិគម,Hard,MCQ-4,វិធានការឆ្នាំ១៨៨៨-១៨៩២ (ច្បាប់ប្រាក់បៀវត្ស សាលារដ្ឋបាល ក្រុមការងារពិសេសខាងពន្ធដារ) ទទួលបានជោគជ័យលឿនជាងកម្មវិធីកំណែទម្រង់ពីមុនៗ ដោយសារហេតុផលជាមូលដ្ឋានអ្វី?,វិធានការនេះមានការគាំទ្រពីព្រះមហាក្សត្រពេញលេញ,វិធានការទាំងនេះកែប្រែផលប្រយោជន៍ផ្ទាល់ខ្លួនរបស់មន្ត្រីម្នាក់ៗ (ប្រាក់ខែ ការងារ) ដែលធ្វើឱ្យពួកគេចង់សហការជាជាងតទល់ ខុសពីការបង្ខំដោយច្បាប់ទូទៅមុនៗ,វិធានការនេះមិនប៉ះពាល់ដល់ចំណូលរដ្ឋាភិបាលខ្មែរទាល់តែសោះ,វិធានការនេះត្រូវបានផ្សព្វផ្សាយជាសាធារណៈយ៉ាងទូលំទូលាយ,,B,"Cut-test: a memorizer recalling only 'France used money' (the surface fact) may pick a plausible but unsupported option — A invents royal endorsement, C contradicts the tax task-force's actual purpose, D is unsupported. Only B grasps the incentive-alignment mechanism.",Unit 3
FRU-25,U3,ការក្លាយជាអាណានិគម,Easy,Numeric entry,តាមកិច្ចព្រមព្រៀង១៨៨៤ ខេត្តទាំង៥៨ត្រូវបានបង្រួមមកសល់ត្រឹមប៉ុន្មានខេត្ត?,,,,,integer,8,Students may enter 58 (the starting count) instead of the resulting number.,Unit 3
FRU-26,U3,ការក្លាយជាអាណានិគម,Medium,MCQ-4,ក្រោយកិច្ចព្រមព្រៀង១៨៨៤ តើព្រះមហាក្សត្រខ្មែរនៅតែរក្សាសិទ្ធិអ្វីមួយ ថ្វីត្បិតតែបានបាត់បង់អំណាចសម្រេចចិត្តភាគច្រើនក៏ដោយ?,សិទ្ធិតែងតាំងរ៉េស៊ីដង់ដោយផ្ទាល់,សិទ្ធិទទួល និងយល់ព្រមរាល់សេចក្ដីសម្រេចរបស់រ៉េស៊ីដង់ស៊ុបពែរីយ័រ,គ្មានសិទ្ធិអ្វីសល់ទាល់តែសោះ,សិទ្ធិសម្រេចលើគោលនយោបាយការបរទេសទាំងស្រុង,,B,"Cut-test: C overclaims total powerlessness — a memorizer might assume total loss of power means nothing remained, missing the residual approval role. D, A invent unsupported powers.",Unit 3
FRU-27,U3,ការក្លាយជាអាណានិគម,Medium,MCQ-4,កិច្ចព្រមព្រៀងទ្វេភាគីបារាំង-ខ្មែរឆ្នាំ១៨៨៦ត្រូវបានចុះហត្ថលេខា ប៉ុន្តែប្រព័ន្ធរដ្ឋបាលខ្មែរទើបតែត្រូវបានស្ដារជាផ្លូវការនៅពេលណា?,ឆ្នាំ១៩០៤,ភ្លាមៗនៅថ្ងៃចុះហត្ថលេខាឆ្នាំ១៨៨៦,ថ្ងៃទី១ ខែមករា ១៨៨៧,ឆ្នាំ១៨៩០,,C,"B assumes instant implementation; D, A are genuine dates from elsewhere in the chapter but for different events.",Unit 3
FRU-10,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Easy,MCQ-4,ក្រោមប្រព័ន្ធ 'ទីផ្សារ' ថ្មីដែលកើតចេញពីកំណែទម្រង់ដីធ្លី តើនរណាទទួលបានផលប្រយោជន៍ខាងសេដ្ឋកិច្ចច្រើនជាងគេ?,ព្រះសង្ឃ,កសិករខ្មែរជាទូទៅ,រាជវង្សានុវង្ស,ជនជាតិចិន និងយួន,,D,"B, A, C each substitute a different social group for the one the text actually names.",Unit 4
FRU-11,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Medium,MCQ-4,ចុងឆ្នាំ១៩៤៩ កងទ័ពខ្មែរឥស្សរៈបានកាន់កាប់ផ្ទៃដីមួយភាគបីនៃប្រទេស។ ស្របគ្នានេះ សម្ដេចនរោត្តម សីហនុ និងបារាំងបានចុះហត្ថលេខាលើកិច្ចព្រមព្រៀងឆ្នាំ១៩៤៩។ តើកិច្ចព្រមព្រៀងនេះផ្ដល់ស្ថានភាពអ្វីដល់កម្ពុជា?,ទទួលបានឯករាជ្យពេញលេញភ្លាមៗ,ក្លាយជាអាណានិគមពេញលេញឡើងវិញ,ត្រូវបែងចែកទឹកដីជាមួយវៀតណាម,ក្លាយជារដ្ឋឯករាជ្យមួយក្នុងសហព័ន្ធឥណ្ឌូចិនបារាំង (ពុំមែនឯករាជ្យពេញលេញនៅឡើយ),,D,"Cut-test: A overstates the outcome — a common misreading that any 'independence' mention means full sovereignty, which only comes later (1953-54). B, C directly contradict the text.",Unit 4
FRU-28,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Easy,MCQ-4,តើ 'សាធារណរដ្ឋប្រជាធិបតេយ្យវៀតណាម' ត្រូវបានប្រកាសបង្កើតនៅថ្ងៃណា?,២ កញ្ញា ១៩៤៥,១៨ មីនា ១៩៧០,៩ វិច្ឆិកា ១៩៥៣,២ កញ្ញា ១៩៤៩,,A,"D, C, B are real dates from elsewhere in the chapter, but attached to the wrong event.",Unit 4
FRU-29,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Medium,MCQ-4,ការចុះបញ្ជីដីធ្លី និងការបង្កើតកម្មសិទ្ធិឯកជន បាននាំមកនូវអត្ថប្រយោជន៍ផ្នែកចិត្តសាស្ត្រអ្វីខ្លះ ជាពិសេសសម្រាប់ម្ចាស់ដីតូចតាច?,ជួយឱ្យពួកគេទទួលបានឋានៈជាមន្ត្រីរាជការ,ជួយឱ្យពួកគេមានអារម្មណ៍រស់នៅប្រកបដោយឯករាជ្យ និងស្ថិរភាព,គ្មានផលប៉ះពាល់ផ្នែកចិត្តសាស្ត្រអ្វីទាំងអស់,ជួយឱ្យពួកគេក្លាយជាអភិជនធំៗភ្លាមៗ,,B,"D, A, C overstate or deny the modest psychological benefit the text actually describes.",Unit 4
FRU-30,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Medium,MCQ-4,ហេតុអ្វីបានជាកសិករខ្មែរប្រឈមការលំបាកជាមួយប្រព័ន្ធ 'កសិដ្ឋាន' សេដ្ឋកិច្ចថ្មី?,ដោយសារខ្វះខាតទឹកភ្លៀងតាំងពីដើម,ដោយសារពួកគេពុំបានត្រៀមខ្លួនទុកជាមុន ទាំងការយល់ដឹង សម្ភារៈផលិតកម្ម និងស្ថិរភាពទីផ្សារ,ដោយសារបារាំងហាមឃាត់ខ្មែរធ្វើកសិកម្ម,ដោយសារពួកគេបដិសេធធ្វើកសិកម្មទាំងស្រុង,,B,"D, C, A invent explanations not stated in the text.",Unit 4
FRU-31,U4,លទ្ធផលកំណែទម្រង់ និងការចាប់ផ្ដើមតស៊ូ,Hard,MCQ-4,អត្ថបទពណ៌នាថា ក្នុងរយៈពេល២៥ឆ្នាំ (១៨៨៤-១៩១០) រដ្ឋបាលកម្ពុជាបានផ្លាស់ប្ដូរពី 'អនាធិបតេយ្យ' ទៅជាប្រព័ន្ធថ្មីប្រកបដោយប្រសិទ្ធភាព។ ប៉ុន្តែក្នុងកថាខណ្ឌដដែល អត្ថបទក៏រៀបរាប់ពីផលវិបាកសង្គមផងដែរ។ តើពីរចំណុចនេះទាក់ទងគ្នាយ៉ាងដូចម្ដេច?,ភាពប្រសើរឡើងខាងរដ្ឋបាល/ច្បាប់កម្មសិទ្ធិដីធ្លី គឺជាកត្តាដូចគ្នាដែលទន្ទឹមនឹងនាំមកនូវប្រព័ន្ធទីផ្សារថ្មីដែលកសិករខ្មែរមិនទាន់ត្រៀមខ្លួន បង្កជាគម្លាតអ្នកមាន-អ្នកក្រ,ការកែទម្រង់រដ្ឋបាលបានដោះស្រាយបញ្ហាសង្គមទាំងអស់ភ្លាមៗ,ផលវិបាកសង្គមកើតឡើងមុនការកែទម្រង់រដ្ឋបាល,ភាពប្រសើរឡើងខាងរដ្ឋបាល និងផលវិបាកសង្គម គឺជាព្រឹត្តិការណ៍ពីរដាច់ដោយឡែកពីគ្នាទាំងស្រុង គ្មានទំនាក់ទំនងគ្នា,,A,Cut-test: D artificially separates two connected phenomena the text presents together — a common shallow reading; C reverses causality; B contradicts the ongoing-problem framing. Requires synthesizing that reform and social cost are two faces of one process.,Unit 4
FRU-12,U5,ព្យុហយាត្រាឯករាជ្យ,Easy,MCQ-4,នៅសហរដ្ឋអាមេរិក សម្ដេចសីហនុបានជួបនរណា ដែលថ្លែងថាអាមេរិកគាំទ្រការឯករាជ្យរបស់កម្ពុជា ប៉ុន្តែកំពុងជាប់រវល់នឹងសង្គ្រាមឥណ្ឌូចិន?,ចន ហ្វូស័រ ឌូល (John Foster Dulles),ព្រះអង្គម្ចាស់ មុនីរ៉េត,ឧត្តមសេនីយ ឡឹក្លែរ,វ៉ាំងសង់ អូរីយ៉ូល,,A,"D, B, C are real names from other parts of the same narrative (the French President, a Khmer delegate, the general at the independence ceremony) but in the wrong role here.",Unit 5
FRU-13,U5,ព្យុហយាត្រាឯករាជ្យ,Easy,Numeric entry,តើថ្ងៃទីប៉ុន្មាន ខែវិច្ឆិកា ១៩៥៣ ដែលកម្ពុជាប្រកាសទិវាឯករាជ្យជាតិ?,,,,,integer (day of month),9,"Students may confuse with the 8th (the day Sihanouk actually entered Phnom Penh, one day before the formal ceremony).",Unit 5
FRU-14,U5,ព្យុហយាត្រាឯករាជ្យ,Medium,MCQ-4,តើឥទ្ធិពលនៃអត្ថបទកាសែតញូវយ៉កថែម (១៩ មេសា ១៩៥៣) បានជះឥទ្ធិពលអ្វីដល់ដំណើរការចរចាឯករាជ្យ?,បានធ្វើឱ្យខ្មែរឥស្សរៈបោះបង់ការតស៊ូទាំងស្រុង,បានធ្វើឱ្យសហរដ្ឋអាមេរិកផ្ញើទាហានមកកម្ពុជាភ្លាមៗ,បានជំរុញឱ្យបារាំងព្រមចរចាថ្មីនៅប៉ារីស ដោយព្រួយបារម្ភពីការព្រមានស្តីពីលទ្ធភាពកុម្មុយនីស្តទទួលជោគជ័យស្វ័យប្រវត្តិ,គ្មានឥទ្ធិពលអ្វីទាល់តែសោះ,,C,"B, A, D invent outcomes not stated in the text.",Unit 5
FRU-32,U5,ព្យុហយាត្រាឯករាជ្យ,Medium,MCQ-4,ព័ត៌មានស្ដីពីព្រះរាជដំណើររបស់សម្ដេចសីហនុទៅកាណាដា បានធ្វើឱ្យមេដឹកនាំខ្មែរឥស្សរៈពីររូបណាដឹកនាំកងទ័ពមកចុះចូល?,ចន ហ្វូស័រ ឌូល និងវ៉ាំងសង់ អូរីយ៉ូល,សាវ៉ាង វង្ស និងទ្រង់ចន្ទ រង្សី,ប៉ែន នុត និងព្រះអង្គម្ចាស់ មុនីរ៉េត,ពុត ឆាយ និងនិល ពេជ្យ,,D,"B is a real name pair, but from the later Feb 1954 Kampong Speu surrender, a different event. C are the Paris negotiation delegates; A are the American/French officials.",Unit 5
FRU-33,U5,ព្យុហយាត្រាឯករាជ្យ,Medium,MCQ-4,ការផ្ទេរអំណាចពីបារាំងទៅខ្មែរក្នុងឆ្នាំ១៩៥៣ បានកើតឡើងតាមរបៀបណា?,គ្មានការផ្ទេរអំណាចណាមួយកើតឡើងក្នុងឆ្នាំ១៩៥៣ទេ,យោធាត្រូវបានផ្ទេរមុនយុត្តិធម៌,ត្រូវបានផ្ទេរទាំងអស់ក្នុងមួយថ្ងៃតែមួយ,ជាដំណាក់កាលបន្តបន្ទាប់គ្នា (យុត្តិធម៌/ប៉ូលិសមុន ថ្ងៃ២៩ សីហា រួចអធិបតេយ្យភាពយោធាពេញលេញនៅថ្ងៃ១៧ តុលា),,D,"C, B, A misrepresent the sequencing of the actual staged transfer.",Unit 5
FRU-34,U5,ព្យុហយាត្រាឯករាជ្យ,Hard,MCQ-4,សម្ដេចសីហនុបានជ្រើសរើសគង់នៅខេត្តសៀមរាបទាំងមុននឹងចេញទៅថៃ និងក្រោយវិលត្រឡប់មកវិញ។ តើអ្វីជាហេតុផលរួមដែលពន្យល់ពីជម្រើសនេះទាំងពីរដង?,សៀមរាបនៅជិតព្រំដែនថៃបំផុត ធ្វើដំណើរងាយស្រួល,ជាកន្លែងដែលមានចំណីអាហារឆ្ងាញ់បំផុត,ជាកន្លែងកំណើតរបស់ព្រះអង្គ,សៀមរាបជាតំបន់ស្វយ័តគ្មានវត្តមានកងទ័ពបារាំង ដែលផ្ដល់ទាំងសុវត្ថិភាព និងភាពឯករាជ្យខាងនយោបាយ ដើម្បីអាចប្រកាស/រង់ចាំដោយសេរីដោយមិនស្ថិតក្រោមការត្រួតពិនិត្យផ្ទាល់របស់អាណានិគម,,D,"Cut-test: A is a superficial geographic reason that misses the political logic; C, B are fabricated. Requires recognizing the repeated strategic pattern (safe, autonomous zone), not just noting he went there twice.",Unit 5
FRU-15,U6,សន្និសីទសឺណែវ និងមរតកអាណានិគម,Easy,MCQ-4,សាលាបារាំងចុងបូព៌ា (EFEO) ត្រូវបានបង្កើតឡើងក្រោមការផ្ដួចផ្ដើមរបស់អ្នកណា?,ហ្សង់ កូមៃ,អាដេម៉ាឡីក្លែរ,ប៉ូល ឌូមែរ (Paul Doumer),ហ្សក សីដែស,,C,"D, A, B are real EFEO-affiliated scholars named elsewhere in the text, but none founded the school.",Unit 6
FRU-16,U6,សន្និសីទសឺណែវ និងមរតកអាណានិគម,Medium,MCQ-4,ហេតុអ្វីបានជាកិច្ចព្រមព្រៀងសន្និសីទសឺណែវ តម្រូវឱ្យរាជរដ្ឋាភិបាលកម្ពុជាធ្វើសេចក្ដីប្រកាសដោយឡែកមួយ ស្ដីពីសម្ព័ន្ធភាពយោធា ការតាំងមូលដ្ឋានទ័ពបរទេស និងជំនួយយោធាបរទេស?,ដើម្បីទាមទារឱ្យកម្ពុជាបង់ថ្លៃឈ្នួលយោធាដល់បារាំង,ដើម្បីរៀបចំកិច្ចសន្យាបញ្ជូនអាវុធពីបារាំង,ដើម្បីអនុញ្ញាតឱ្យកម្ពុជាចូលរួមសម្ព័ន្ធភាពយោធាបានដោយសេរី,ដើម្បីធានាថាកម្ពុជានឹងមិនក្លាយជាមូលដ្ឋានយោធាសម្រាប់អំណាចណាមួយក្នុងចំណោមភាគីជម្លោះនាពេលអនាគត,,D,"Cut-test: requires connecting this declaration to the emerging non-alignment logic (which foreshadows the later Sangkum-era neutrality policy), not just knowing 'several documents were signed.' B, C, A invent content contradicting the declaration's actual restrictive purpose.",Unit 6
